"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.252952792E0,3.386700153E0,2.994053841E0,-5.218415260E0
3.262936792E0,3.506844759E0,2.050905228E0,-6.088483810E0
3.272919792E0,3.641260147E0,9.358472228E-1,-6.891755104E0
3.282903792E0,3.713490725E0,-1.300143301E-1,-7.592152596E0
3.292887792E0,3.721665382E0,-1.004459620E0,-8.240912437E0
3.302870792E0,3.617773056E0,-1.711883068E0,-8.933715820E0
3.312854792E0,3.368339300E0,-2.203814030E0,-9.620106697E0
3.322838792E0,3.002926588E0,-2.701946259E0,-1.005713081E1
3.332821792E0,2.466357708E0,-3.145024538E0,-1.019723511E1
3.342805792E0,1.697752237E0,-3.074329615E0,-1.011481857E1
3.352789792E0,7.935152054E-1,-3.068185091E0,-9.523319244E0
3.362772792E0,-8.327944577E-2,-2.907119751E0,-8.558080673E0
3.372756792E0,-6.981975436E-1,-2.412767649E0,-7.189281464E0
3.382739792E0,-1.197771072E0,-1.656991601E0,-5.558743000E0
3.392723792E0,-1.576266527E0,-4.892045557E-1,-3.787646055E0
3.402707792E0,-1.463876367E0,7.930950820E-2,-1.890098095E0
3.412690792E0,-9.970036745E-1,4.461196065E-1,-2.551810443E-1
3.422674792E0,-3.898091018E-1,5.017128587E-1,9.059984684E-1
3.432658792E0,2.301637679E-1,4.184922278E-1,1.718645215E0
3.442641792E0,8.480834365E-1,3.066250980E-1,2.249245405E0
3.452625792E0,1.430910349E0,-1.460423507E-2,2.570611477E0
3.462609792E0,1.977361202E0,-5.204713941E-1,2.870051622E0
3.472592792E0,2.442693233E0,-1.046785951E0,3.263199568E0
3.482576792E0,2.752166271E0,-1.554316759E0,3.844301462E0
3.492559792E0,2.873591423E0,-1.938895106E0,4.555786610E0
3.502543792E0,2.637647390E0,-1.766255617E0,5.308334827E0
3.512527792E0,2.101907253E0,-8.185825348E-1,6.320066929E0
3.522510792E0,1.340058923E0,6.939589977E-1,7.523291588E0
3.532494792E0,3.976885974E-1,2.545800686E0,8.957010269E0
3.542478792E0,-7.100229263E-1,4.419873714E0,1.037538815E1
3.552461792E0,-1.842336535E0,5.850559235E0,1.148663139E1
3.562445792E0,-2.965670347E0,6.928859234E0,1.239135456E1
3.572429625E0,-4.265511513E0,7.626165867E0,1.303467369E1
3.582412625E0,-5.718371868E0,7.920107365E0,1.333887005E1
3.592396625E0,-7.190537930E0,7.622587681E0,1.338147640E1
3.602379625E0,-8.363572121E0,6.326857567E0,1.286970711E1
3.612363625E0,-8.604230881E0,3.398908854E0,1.112582970E1
3.622347625E0,-7.392733574E0,-1.623225212E-2,8.104798317E0
3.632330625E0,-5.012353897E0,-2.802484035E0,4.323595047E0
